img_name,pred
601211-29-2021-273500.png,1
1281511-29-2021-123100.png,1
1331411-29-2021-349100.png,1
757011-29-2021-182700.png,1
233811-29-2021-110200.png,1
788011-29-2021-322500.png,1
1137811-29-2021-259700.png,1
1564411-29-2021-111700.png,0
300711-29-2021-392500.png,1
1225011-29-2021-294300.png,0
